id,query,entity_type,query_category
818,What is the weekend timings of Kanha campus,heartfulness_kanha,information
819,What is summer camp at Kanha campus,heartfulness_kanha,information
820,What is the summer camp of Kanha campus,heartfulness_kanha,information
821,What is winter camp at Kanha campus,heartfulness_kanha,information
822,What is the winter camp of Kanha campus,heartfulness_kanha,information
823,What is holiday programs at Kanha campus,heartfulness_kanha,academic
824,What is the holiday programs of Kanha campus,heartfulness_kanha,academic
825,What is international exchange at Kanha campus,heartfulness_kanha,information
826,What is the international exchange of Kanha campus,heartfulness_kanha,information
827,What is award winners at Kanha campus,heartfulness_kanha,information
828,What is the award winners of Kanha campus,heartfulness_kanha,information
829,What is tech programs at Kanha campus,heartfulness_kanha,academic
830,What is the tech programs of Kanha campus,heartfulness_kanha,academic
831,What is community service at Kanha campus,heartfulness_kanha,information
832,What is the community service of Kanha campus,heartfulness_kanha,information
833,What is placement services at Kanha campus,heartfulness_kanha,information
834,What is the placement services of Kanha campus,heartfulness_kanha,information
835,What is healthcare at Kanha campus,heartfulness_kanha,information
836,What is the healthcare of Kanha campus,heartfulness_kanha,information
837,What is emergency at Kanha campus,heartfulness_kanha,information
838,What is the emergency of Kanha campus,heartfulness_kanha,information
839,What is diet at Kanha campus,heartfulness_kanha,information
840,What is the diet of Kanha campus,heartfulness_kanha,information
841,What is meals at Kanha campus,heartfulness_kanha,information
842,What is the meals of Kanha campus,heartfulness_kanha,information
843,What is canteen at Kanha campus,heartfulness_kanha,information
844,What is the canteen of Kanha campus,heartfulness_kanha,information
845,What is nursery at Kanha campus,heartfulness_kanha,information
846,What is the nursery of Kanha campus,heartfulness_kanha,information
847,What is primary at Kanha campus,heartfulness_kanha,information
848,What is the primary of Kanha campus,heartfulness_kanha,information
849,What is secondary at Kanha campus,heartfulness_kanha,information
850,What is the secondary of Kanha campus,heartfulness_kanha,information
851,What is higher secondary at Kanha campus,heartfulness_kanha,information
852,What is the higher secondary of Kanha campus,heartfulness_kanha,information
853,What is postgraduate at Kanha campus,heartfulness_kanha,information
854,What is the postgraduate of Kanha campus,heartfulness_kanha,information
855,What is certificate at Kanha campus,heartfulness_kanha,information
856,What is the certificate of Kanha campus,heartfulness_kanha,information
857,What is diploma at Kanha campus,heartfulness_kanha,information
858,What is the diploma of Kanha campus,heartfulness_kanha,information
859,What is continuing education at Kanha campus,heartfulness_kanha,information
860,What is the continuing education of Kanha campus,heartfulness_kanha,information
861,What is special education at Kanha campus,heartfulness_kanha,information
862,What is the special education of Kanha campus,heartfulness_kanha,information
863,What is extracurricular at Kanha campus,heartfulness_kanha,information
864,What is the extracurricular of Kanha campus,heartfulness_kanha,information
865,What is sports at Kanha campus,heartfulness_kanha,information
866,What is the sports of Kanha campus,heartfulness_kanha,information
867,What is music at Kanha campus,heartfulness_kanha,information
868,What is the music of Kanha campus,heartfulness_kanha,information
869,What is art at Kanha campus,heartfulness_kanha,information
870,What is the art of Kanha campus,heartfulness_kanha,information
871,What is dance at Kanha campus,heartfulness_kanha,information
872,What is the dance of Kanha campus,heartfulness_kanha,information
873,What is mental wellness at Kanha campus,heartfulness_kanha,spiritual
874,What is the mental wellness of Kanha campus,heartfulness_kanha,spiritual
875,What is counseling at Kanha campus,heartfulness_kanha,information
876,What is the counseling of Kanha campus,heartfulness_kanha,information
877,What is address at Heartfulness Kanha,heartfulness_kanha,information
878,What is the address of Heartfulness Kanha,heartfulness_kanha,information
879,What is location at Heartfulness Kanha,heartfulness_kanha,information
880,What is the location of Heartfulness Kanha,heartfulness_kanha,information
881,What is phone number at Heartfulness Kanha,heartfulness_kanha,information
882,What is the phone number of Heartfulness Kanha,heartfulness_kanha,information
883,What is email at Heartfulness Kanha,heartfulness_kanha,information
884,What is the email of Heartfulness Kanha,heartfulness_kanha,information
885,What is website at Heartfulness Kanha,heartfulness_kanha,information
886,What is the website of Heartfulness Kanha,heartfulness_kanha,information
887,What is history at Heartfulness Kanha,heartfulness_kanha,information
888,What is the history of Heartfulness Kanha,heartfulness_kanha,information
889,What is mission at Heartfulness Kanha,heartfulness_kanha,information
890,What is the mission of Heartfulness Kanha,heartfulness_kanha,information
891,What is vision at Heartfulness Kanha,heartfulness_kanha,information
892,What is the vision of Heartfulness Kanha,heartfulness_kanha,information
893,What is director at Heartfulness Kanha,heartfulness_kanha,information
894,What is the director of Heartfulness Kanha,heartfulness_kanha,information
895,What is principal at Heartfulness Kanha,heartfulness_kanha,information
896,What is the principal of Heartfulness Kanha,heartfulness_kanha,information
897,What is student life at Heartfulness Kanha,heartfulness_kanha,information
898,What is the student life of Heartfulness Kanha,heartfulness_kanha,information
899,What is faculty at Heartfulness Kanha,heartfulness_kanha,information
900,What is the faculty of Heartfulness Kanha,heartfulness_kanha,information
901,What is staff at Heartfulness Kanha,heartfulness_kanha,information
902,What is the staff of Heartfulness Kanha,heartfulness_kanha,information
903,What is guidance at Heartfulness Kanha,heartfulness_kanha,information
904,What is the guidance of Heartfulness Kanha,heartfulness_kanha,information
905,What is security at Heartfulness Kanha,heartfulness_kanha,information
906,What is the security of Heartfulness Kanha,heartfulness_kanha,information
907,What is internet at Heartfulness Kanha,heartfulness_kanha,information
908,What is the internet of Heartfulness Kanha,heartfulness_kanha,information
909,What is WiFi at Heartfulness Kanha,heartfulness_kanha,information
910,What is the WiFi of Heartfulness Kanha,heartfulness_kanha,information
911,What is digital library at Heartfulness Kanha,heartfulness_kanha,information
912,What is the digital library of Heartfulness Kanha,heartfulness_kanha,information
913,What is events at Heartfulness Kanha,heartfulness_kanha,information
914,What is the events of Heartfulness Kanha,heartfulness_kanha,information
915,What is festivals at Heartfulness Kanha,heartfulness_kanha,information
916,What is the festivals of Heartfulness Kanha,heartfulness_kanha,information
917,What is celebrations at Heartfulness Kanha,heartfulness_kanha,information
918,What is the celebrations of Heartfulness Kanha,heartfulness_kanha,information
919,What is yoga at Heartfulness Kanha,heartfulness_kanha,spiritual
920,What is the yoga of Heartfulness Kanha,heartfulness_kanha,spiritual
921,What is meditation at Heartfulness Kanha,heartfulness_kanha,spiritual
922,What is the meditation of Heartfulness Kanha,heartfulness_kanha,spiritual
923,What is classroom at Heartfulness Kanha,heartfulness_kanha,information
924,What is the classroom of Heartfulness Kanha,heartfulness_kanha,information
925,What is laboratory at Heartfulness Kanha,heartfulness_kanha,information
926,What is the laboratory of Heartfulness Kanha,heartfulness_kanha,information
927,What is hostel at Heartfulness Kanha,heartfulness_kanha,facilities
928,What is the hostel of Heartfulness Kanha,heartfulness_kanha,facilities
929,What is gardens at Heartfulness Kanha,heartfulness_kanha,information
930,What is the gardens of Heartfulness Kanha,heartfulness_kanha,information
931,What is sustainability at Heartfulness Kanha,heartfulness_kanha,information
932,What is the sustainability of Heartfulness Kanha,heartfulness_kanha,information
933,What is organic farming at Heartfulness Kanha,heartfulness_kanha,information
934,What is the organic farming of Heartfulness Kanha,heartfulness_kanha,information
935,What is volunteering at Heartfulness Kanha,heartfulness_kanha,information
936,What is the volunteering of Heartfulness Kanha,heartfulness_kanha,information
937,What is workshops at Heartfulness Kanha,heartfulness_kanha,information
938,What is the workshops of Heartfulness Kanha,heartfulness_kanha,information
939,What is seminars at Heartfulness Kanha,heartfulness_kanha,information
940,What is the seminars of Heartfulness Kanha,heartfulness_kanha,information
941,What is retreats at Heartfulness Kanha,heartfulness_kanha,information
942,What is the retreats of Heartfulness Kanha,heartfulness_kanha,information
943,What is transport at Heartfulness Kanha,heartfulness_kanha,services
944,What is the transport of Heartfulness Kanha,heartfulness_kanha,services
945,What is bus routes at Heartfulness Kanha,heartfulness_kanha,services
946,What is the bus routes of Heartfulness Kanha,heartfulness_kanha,services
947,What is parking at Heartfulness Kanha,heartfulness_kanha,services
948,What is the parking of Heartfulness Kanha,heartfulness_kanha,services
949,What is scholarships at Heartfulness Kanha,heartfulness_kanha,financial
950,What is the scholarships of Heartfulness Kanha,heartfulness_kanha,financial
951,What is fees at Heartfulness Kanha,heartfulness_kanha,financial
952,What is the fees of Heartfulness Kanha,heartfulness_kanha,financial
953,What is admission process at Heartfulness Kanha,heartfulness_kanha,admission
954,What is the admission process of Heartfulness Kanha,heartfulness_kanha,admission
955,What is requirements at Heartfulness Kanha,heartfulness_kanha,information
956,What is the requirements of Heartfulness Kanha,heartfulness_kanha,information
957,What is calendar at Heartfulness Kanha,heartfulness_kanha,information
958,What is the calendar of Heartfulness Kanha,heartfulness_kanha,information
959,What is opening times at Heartfulness Kanha,heartfulness_kanha,information
960,What is the opening times of Heartfulness Kanha,heartfulness_kanha,information
961,What is closing times at Heartfulness Kanha,heartfulness_kanha,information
962,What is the closing times of Heartfulness Kanha,heartfulness_kanha,information
963,What is weekend timings at Heartfulness Kanha,heartfulness_kanha,information
964,What is the weekend timings of Heartfulness Kanha,heartfulness_kanha,information
965,What is summer camp at Heartfulness Kanha,heartfulness_kanha,information
966,What is the summer camp of Heartfulness Kanha,heartfulness_kanha,information
967,What is winter camp at Heartfulness Kanha,heartfulness_kanha,information
968,What is the winter camp of Heartfulness Kanha,heartfulness_kanha,information
969,What is holiday programs at Heartfulness Kanha,heartfulness_kanha,academic
970,What is the holiday programs of Heartfulness Kanha,heartfulness_kanha,academic
971,What is international exchange at Heartfulness Kanha,heartfulness_kanha,information
972,What is the international exchange of Heartfulness Kanha,heartfulness_kanha,information
973,What is award winners at Heartfulness Kanha,heartfulness_kanha,information
974,What is the award winners of Heartfulness Kanha,heartfulness_kanha,information
975,What is tech programs at Heartfulness Kanha,heartfulness_kanha,academic
976,What is the tech programs of Heartfulness Kanha,heartfulness_kanha,academic
977,What is community service at Heartfulness Kanha,heartfulness_kanha,information
978,What is the community service of Heartfulness Kanha,heartfulness_kanha,information
979,What is placement services at Heartfulness Kanha,heartfulness_kanha,information
980,What is the placement services of Heartfulness Kanha,heartfulness_kanha,information
981,What is healthcare at Heartfulness Kanha,heartfulness_kanha,information
982,What is the healthcare of Heartfulness Kanha,heartfulness_kanha,information
983,What is emergency at Heartfulness Kanha,heartfulness_kanha,information
984,What is the emergency of Heartfulness Kanha,heartfulness_kanha,information
985,What is diet at Heartfulness Kanha,heartfulness_kanha,information
986,What is the diet of Heartfulness Kanha,heartfulness_kanha,information
987,What is meals at Heartfulness Kanha,heartfulness_kanha,information
988,What is the meals of Heartfulness Kanha,heartfulness_kanha,information
989,What is canteen at Heartfulness Kanha,heartfulness_kanha,information
990,What is the canteen of Heartfulness Kanha,heartfulness_kanha,information
991,What is nursery at Heartfulness Kanha,heartfulness_kanha,information
992,What is the nursery of Heartfulness Kanha,heartfulness_kanha,information
993,What is primary at Heartfulness Kanha,heartfulness_kanha,information
994,What is the primary of Heartfulness Kanha,heartfulness_kanha,information
995,What is secondary at Heartfulness Kanha,heartfulness_kanha,information
996,What is the secondary of Heartfulness Kanha,heartfulness_kanha,information
997,What is higher secondary at Heartfulness Kanha,heartfulness_kanha,information
998,What is the higher secondary of Heartfulness Kanha,heartfulness_kanha,information
999,What is postgraduate at Heartfulness Kanha,heartfulness_kanha,information
1000,What is the postgraduate of Heartfulness Kanha,heartfulness_kanha,information
1001,What is certificate at Heartfulness Kanha,heartfulness_kanha,information
1002,What is the certificate of Heartfulness Kanha,heartfulness_kanha,information
1003,What is diploma at Heartfulness Kanha,heartfulness_kanha,information
1004,What is the diploma of Heartfulness Kanha,heartfulness_kanha,information
1005,What is continuing education at Heartfulness Kanha,heartfulness_kanha,information
1006,What is the continuing education of Heartfulness Kanha,heartfulness_kanha,information
1007,What is special education at Heartfulness Kanha,heartfulness_kanha,information
1008,What is the special education of Heartfulness Kanha,heartfulness_kanha,information
1009,What is extracurricular at Heartfulness Kanha,heartfulness_kanha,information
1010,What is the extracurricular of Heartfulness Kanha,heartfulness_kanha,information
1011,What is sports at Heartfulness Kanha,heartfulness_kanha,information
1012,What is the sports of Heartfulness Kanha,heartfulness_kanha,information
1013,What is music at Heartfulness Kanha,heartfulness_kanha,information
1014,What is the music of Heartfulness Kanha,heartfulness_kanha,information
1015,What is art at Heartfulness Kanha,heartfulness_kanha,information
1016,What is the art of Heartfulness Kanha,heartfulness_kanha,information
1017,What is dance at Heartfulness Kanha,heartfulness_kanha,information
1018,What is the dance of Heartfulness Kanha,heartfulness_kanha,information
1019,What is mental wellness at Heartfulness Kanha,heartfulness_kanha,spiritual
1020,What is the mental wellness of Heartfulness Kanha,heartfulness_kanha,spiritual
1021,What is counseling at Heartfulness Kanha,heartfulness_kanha,information
1022,What is the counseling of Heartfulness Kanha,heartfulness_kanha,information
1023,What is address at HIS Kanha campus,heartfulness_kanha,information
1024,What is the address of HIS Kanha campus,heartfulness_kanha,information
1025,What is location at HIS Kanha campus,heartfulness_kanha,information
1026,What is the location of HIS Kanha campus,heartfulness_kanha,information
1027,What is phone number at HIS Kanha campus,heartfulness_kanha,information
1028,What is the phone number of HIS Kanha campus,heartfulness_kanha,information
1029,What is email at HIS Kanha campus,heartfulness_kanha,information
1030,What is the email of HIS Kanha campus,heartfulness_kanha,information
1031,What is website at HIS Kanha campus,heartfulness_kanha,information
1032,What is the website of HIS Kanha campus,heartfulness_kanha,information
1033,What is history at HIS Kanha campus,heartfulness_kanha,information
1034,What is the history of HIS Kanha campus,heartfulness_kanha,information
1035,What is mission at HIS Kanha campus,heartfulness_kanha,information
1036,What is the mission of HIS Kanha campus,heartfulness_kanha,information
1037,What is vision at HIS Kanha campus,heartfulness_kanha,information
1038,What is the vision of HIS Kanha campus,heartfulness_kanha,information
1039,What is director at HIS Kanha campus,heartfulness_kanha,information
1040,What is the director of HIS Kanha campus,heartfulness_kanha,information
1041,What is principal at HIS Kanha campus,heartfulness_kanha,information
1042,What is the principal of HIS Kanha campus,heartfulness_kanha,information
1043,What is student life at HIS Kanha campus,heartfulness_kanha,information
1044,What is the student life of HIS Kanha campus,heartfulness_kanha,information
1045,What is faculty at HIS Kanha campus,heartfulness_kanha,information
1046,What is the faculty of HIS Kanha campus,heartfulness_kanha,information
1047,What is staff at HIS Kanha campus,heartfulness_kanha,information
1048,What is the staff of HIS Kanha campus,heartfulness_kanha,information
1049,What is guidance at HIS Kanha campus,heartfulness_kanha,information
1050,What is the guidance of HIS Kanha campus,heartfulness_kanha,information
1051,What is security at HIS Kanha campus,heartfulness_kanha,information
1052,What is the security of HIS Kanha campus,heartfulness_kanha,information
1053,What is internet at HIS Kanha campus,heartfulness_kanha,information
1054,What is the internet of HIS Kanha campus,heartfulness_kanha,information
1055,What is WiFi at HIS Kanha campus,heartfulness_kanha,information
1056,What is the WiFi of HIS Kanha campus,heartfulness_kanha,information
1057,What is digital library at HIS Kanha campus,heartfulness_kanha,information
1058,What is the digital library of HIS Kanha campus,heartfulness_kanha,information
1059,What is events at HIS Kanha campus,heartfulness_kanha,information
1060,What is the events of HIS Kanha campus,heartfulness_kanha,information
1061,What is festivals at HIS Kanha campus,heartfulness_kanha,information
1062,What is the festivals of HIS Kanha campus,heartfulness_kanha,information
1063,What is celebrations at HIS Kanha campus,heartfulness_kanha,information
1064,What is the celebrations of HIS Kanha campus,heartfulness_kanha,information
1065,What is yoga at HIS Kanha campus,heartfulness_kanha,spiritual
1066,What is the yoga of HIS Kanha campus,heartfulness_kanha,spiritual
1067,What is meditation at HIS Kanha campus,heartfulness_kanha,spiritual
1068,What is the meditation of HIS Kanha campus,heartfulness_kanha,spiritual
1069,What is classroom at HIS Kanha campus,heartfulness_kanha,information
1070,What is the classroom of HIS Kanha campus,heartfulness_kanha,information
1071,What is laboratory at HIS Kanha campus,heartfulness_kanha,information
1072,What is the laboratory of HIS Kanha campus,heartfulness_kanha,information
1073,What is hostel at HIS Kanha campus,heartfulness_kanha,facilities
1074,What is the hostel of HIS Kanha campus,heartfulness_kanha,facilities
1075,What is gardens at HIS Kanha campus,heartfulness_kanha,information
1076,What is the gardens of HIS Kanha campus,heartfulness_kanha,information
1077,What is sustainability at HIS Kanha campus,heartfulness_kanha,information
1078,What is the sustainability of HIS Kanha campus,heartfulness_kanha,information
1079,What is organic farming at HIS Kanha campus,heartfulness_kanha,information
1080,What is the organic farming of HIS Kanha campus,heartfulness_kanha,information
1081,What is volunteering at HIS Kanha campus,heartfulness_kanha,information
1082,What is the volunteering of HIS Kanha campus,heartfulness_kanha,information
1083,What is workshops at HIS Kanha campus,heartfulness_kanha,information
1084,What is the workshops of HIS Kanha campus,heartfulness_kanha,information
1085,What is seminars at HIS Kanha campus,heartfulness_kanha,information
1086,What is the seminars of HIS Kanha campus,heartfulness_kanha,information
1087,What is retreats at HIS Kanha campus,heartfulness_kanha,information
1088,What is the retreats of HIS Kanha campus,heartfulness_kanha,information
1089,What is transport at HIS Kanha campus,heartfulness_kanha,services
1090,What is the transport of HIS Kanha campus,heartfulness_kanha,services
1091,What is bus routes at HIS Kanha campus,heartfulness_kanha,services
1092,What is the bus routes of HIS Kanha campus,heartfulness_kanha,services
1093,What is parking at HIS Kanha campus,heartfulness_kanha,services
1094,What is the parking of HIS Kanha campus,heartfulness_kanha,services
1095,What is scholarships at HIS Kanha campus,heartfulness_kanha,financial
1096,What is the scholarships of HIS Kanha campus,heartfulness_kanha,financial
1097,What is fees at HIS Kanha campus,heartfulness_kanha,financial
1098,What is the fees of HIS Kanha campus,heartfulness_kanha,financial
1099,What is admission process at HIS Kanha campus,heartfulness_kanha,admission
1100,What is the admission process of HIS Kanha campus,heartfulness_kanha,admission
1101,What is requirements at HIS Kanha campus,heartfulness_kanha,information
1102,What is the requirements of HIS Kanha campus,heartfulness_kanha,information
1103,What is calendar at HIS Kanha campus,heartfulness_kanha,information
1104,What is the calendar of HIS Kanha campus,heartfulness_kanha,information
1105,What is opening times at HIS Kanha campus,heartfulness_kanha,information
1106,What is the opening times of HIS Kanha campus,heartfulness_kanha,information
1107,What is closing times at HIS Kanha campus,heartfulness_kanha,information
1108,What is the closing times of HIS Kanha campus,heartfulness_kanha,information
1109,What is weekend timings at HIS Kanha campus,heartfulness_kanha,information
1110,What is the weekend timings of HIS Kanha campus,heartfulness_kanha,information
1111,What is summer camp at HIS Kanha campus,heartfulness_kanha,information
1112,What is the summer camp of HIS Kanha campus,heartfulness_kanha,information
1113,What is winter camp at HIS Kanha campus,heartfulness_kanha,information
1114,What is the winter camp of HIS Kanha campus,heartfulness_kanha,information
1115,What is holiday programs at HIS Kanha campus,heartfulness_kanha,academic
1116,What is the holiday programs of HIS Kanha campus,heartfulness_kanha,academic
1117,What is international exchange at HIS Kanha campus,heartfulness_kanha,information
1118,What is the international exchange of HIS Kanha campus,heartfulness_kanha,information
1119,What is award winners at HIS Kanha campus,heartfulness_kanha,information
1120,What is the award winners of HIS Kanha campus,heartfulness_kanha,information
1121,What is tech programs at HIS Kanha campus,heartfulness_kanha,academic
1122,What is the tech programs of HIS Kanha campus,heartfulness_kanha,academic
1123,What is community service at HIS Kanha campus,heartfulness_kanha,information
1124,What is the community service of HIS Kanha campus,heartfulness_kanha,information
1125,What is placement services at HIS Kanha campus,heartfulness_kanha,information
1126,What is the placement services of HIS Kanha campus,heartfulness_kanha,information
1127,What is healthcare at HIS Kanha campus,heartfulness_kanha,information
1128,What is the healthcare of HIS Kanha campus,heartfulness_kanha,information
1129,What is emergency at HIS Kanha campus,heartfulness_kanha,information
1130,What is the emergency of HIS Kanha campus,heartfulness_kanha,information
1131,What is diet at HIS Kanha campus,heartfulness_kanha,information
1132,What is the diet of HIS Kanha campus,heartfulness_kanha,information
1133,What is meals at HIS Kanha campus,heartfulness_kanha,information
1134,What is the meals of HIS Kanha campus,heartfulness_kanha,information
1135,What is canteen at HIS Kanha campus,heartfulness_kanha,information
1136,What is the canteen of HIS Kanha campus,heartfulness_kanha,information
1137,What is nursery at HIS Kanha campus,heartfulness_kanha,information
1138,What is the nursery of HIS Kanha campus,heartfulness_kanha,information
1139,What is primary at HIS Kanha campus,heartfulness_kanha,information
1140,What is the primary of HIS Kanha campus,heartfulness_kanha,information
1141,What is secondary at HIS Kanha campus,heartfulness_kanha,information
1142,What is the secondary of HIS Kanha campus,heartfulness_kanha,information
1143,What is higher secondary at HIS Kanha campus,heartfulness_kanha,information
1144,What is the higher secondary of HIS Kanha campus,heartfulness_kanha,information
1145,What is postgraduate at HIS Kanha campus,heartfulness_kanha,information
1146,What is the postgraduate of HIS Kanha campus,heartfulness_kanha,information
1147,What is certificate at HIS Kanha campus,heartfulness_kanha,information
1148,What is the certificate of HIS Kanha campus,heartfulness_kanha,information
1149,What is diploma at HIS Kanha campus,heartfulness_kanha,information
1150,What is the diploma of HIS Kanha campus,heartfulness_kanha,information
1151,What is continuing education at HIS Kanha campus,heartfulness_kanha,information
1152,What is the continuing education of HIS Kanha campus,heartfulness_kanha,information
1153,What is special education at HIS Kanha campus,heartfulness_kanha,information
1154,What is the special education of HIS Kanha campus,heartfulness_kanha,information
1155,What is extracurricular at HIS Kanha campus,heartfulness_kanha,information
1156,What is the extracurricular of HIS Kanha campus,heartfulness_kanha,information
1157,What is sports at HIS Kanha campus,heartfulness_kanha,information
1158,What is the sports of HIS Kanha campus,heartfulness_kanha,information
1159,What is music at HIS Kanha campus,heartfulness_kanha,information
1160,What is the music of HIS Kanha campus,heartfulness_kanha,information
1161,What is art at HIS Kanha campus,heartfulness_kanha,information
1162,What is the art of HIS Kanha campus,heartfulness_kanha,information
1163,What is dance at HIS Kanha campus,heartfulness_kanha,information
1164,What is the dance of HIS Kanha campus,heartfulness_kanha,information
1165,What is mental wellness at HIS Kanha campus,heartfulness_kanha,spiritual
1166,What is the mental wellness of HIS Kanha campus,heartfulness_kanha,spiritual
1167,What is counseling at HIS Kanha campus,heartfulness_kanha,information
1168,What is the counseling of HIS Kanha campus,heartfulness_kanha,information
1169,What is address at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1170,What is the address of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1171,What is location at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1172,What is the location of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1173,What is phone number at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1174,What is the phone number of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1175,What is email at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1176,What is the email of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1177,What is website at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1178,What is the website of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1179,What is history at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1180,What is the history of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1181,What is mission at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1182,What is the mission of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1183,What is vision at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1184,What is the vision of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1185,What is director at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1186,What is the director of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1187,What is principal at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1188,What is the principal of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1189,What is student life at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1190,What is the student life of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1191,What is faculty at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1192,What is the faculty of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1193,What is staff at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1194,What is the staff of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1195,What is guidance at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1196,What is the guidance of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1197,What is security at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1198,What is the security of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1199,What is internet at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1200,What is the internet of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1201,What is WiFi at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1202,What is the WiFi of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1203,What is digital library at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1204,What is the digital library of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1205,What is events at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1206,What is the events of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1207,What is festivals at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1208,What is the festivals of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1209,What is celebrations at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1210,What is the celebrations of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1211,What is yoga at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1212,What is the yoga of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1213,What is meditation at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1214,What is the meditation of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,spiritual
1215,What is classroom at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1216,What is the classroom of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1217,What is laboratory at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1218,What is the laboratory of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1219,What is hostel at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,facilities
1220,What is the hostel of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,facilities
1221,What is gardens at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1222,What is the gardens of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1223,What is sustainability at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1224,What is the sustainability of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1225,What is organic farming at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1226,What is the organic farming of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1227,What is volunteering at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1228,What is the volunteering of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1229,What is workshops at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1230,What is the workshops of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1231,What is seminars at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1232,What is the seminars of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1233,What is retreats at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1234,What is the retreats of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,information
1235,What is transport at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1236,What is the transport of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1237,What is bus routes at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1238,What is the bus routes of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1239,What is parking at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1240,What is the parking of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,services
1241,What is scholarships at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,financial
1242,What is the scholarships of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,financial
1243,What is fees at Kanha Shanti Vanam Hyderabad,heartfulness_kanha,financial
1244,What is the fees of Kanha Shanti Vanam Hyderabad,heartfulness_kanha,financial
